ingredient;cfp;wfp;mapping_type;mapped_item;data_origin;notes
salba seeds;0.880;3087.500;typology;SEEDS;;
chocolate topping;4.300;;ingredient;CHOCOLATE;;
non-dairy vanilla coffee creamer;17.800;;ingredient;COFFEE CREAMER;https://apps.carboncloud.com/climatehub/product-reports/041415027633/USA;COFFEE CREAMER used as proxy for ecvery coffee creamer
caster;0.780;1294.500;typology;SUGAR;;Self-mapped
yellow bean;0.430;5053.000;ingredient;BEAN;;
cold cut;;;NO_MATCH;NO_MATCH;;
nut quick bread mix;1.840;;ingredient;HAZELNUT CREAM;;
chow mein noodles;3.150;4637.000;ingredient;EGG PASTA*;;Self-mapped
home fry;;;NO_MATCH;NO_MATCH;;
dry onion flakes;0.220;290.000;ingredient;ONION;;
thin syrup;0.930;;ingredient;Syrup;https://livelca.com/products/syrup_6929f55c-b391-4961-b016-730f8e7ec77c;Syrup used as proxy for every syrup, this could understimate value of specific ultraprocessed syrups
fire-roasted tomatoes;1.480;806.600;typology;VEGETABLES CANNED;;
grappa;0.660;524.000;typology;WINE;;
crab cake seasoning;0.840;8280.000;typology;SPICIES;;Self-mapped
chopped green chili pepper;0.840;8280.000;typology;SPICIES;;
stollen;;;NO_MATCH;NO_MATCH;;
fresh edible flower;;;NO_MATCH;NO_MATCH;;
peeled potato;0.240;555.000;ingredient;POTATO;;
turnip greens;0.250;195.000;ingredient;TURNIP;;
cream filled cookie;1.530;2902.000;ingredient;CHOCOLATE OR CREAM FILLED COOKIES**;;
Hersheys Hugs chocolate;4.300;;ingredient;CHOCOLATE;;
hersheys chocolate kiss;4.300;;ingredient;CHOCOLATE;;
strip fresh lemon rind;0.340;642.000;ingredient;LEMON;;
lingonberry preserve;1.890;;ingredient;Jam;https://livelca.com/products/jam_3c8262e5-0d2e-4973-a039-ffcb35172cb9;Jam used as proxy for every  kind of jam, or preserved
smash seasoning;0.840;8280.000;typology;SPICIES;;Self-mapped
light oil;2.110;6792.000;typology;OIL;;
jar pepperoncini pepper;1.480;806.600;typology;VEGETABLES CANNED;;
chocolate fudge;4.300;;ingredient;CHOCOLATE;;
filo pastry;1.350;1423.300;typology;CRISPBREAD;;Self-mapped
andouille;5.990;6177.000;ingredient;SAUSAGES;;Self-mapped
egg whites;3.200;2562.000;ingredient;EGGS*;;
egg yolks;3.200;3270.000;ingredient;EGG YOLKS;;
chocolate truffles;4.300;;ingredient;CHOCOLATE;;
light dulce de leche ice cream;4.300;1599.000;typology;ICE CREAM;;
ginger nut biscuit;1.470;1599.000;typology;BISCUITS;;
live crawfish;7.040;1974.000;ingredient;CRUSTACEAN;;
sugar crystal;0.780;1294.500;typology;SUGAR;;
nog;;;NO_MATCH;NO_MATCH;;
candied peel;0.810;2636.500;typology;DRIED FRUIT;;
ripe banana mashed;0.340;748.000;ingredient;BANANA;;
cream or milk;1.440;1599.000;typology;ANIMAL MILK;;
brown bean;0.430;5053.000;ingredient;BEAN;;
greek yogurt;2.550;1540.000;typology;YOGURT;;
half and half cream;5.450;3838.000;ingredient;CREAM;;
cooking apples;0.250;622.000;ingredient;APPLE;;
lean beef sausage;5.990;6177.000;ingredient;SAUSAGES;;
large brown onion;0.220;290.000;ingredient;ONION;;
merguez sausage;5.990;6177.000;ingredient;SAUSAGES;;
real semi-sweet chocolate chips;4.300;;ingredient;CHOCOLATE;;
unsweetened chocolate squares;3.160;20717.000;typology;CHOCOLATE;;
chicken breasts;3.680;3960.000;ingredient;CHICKEN BONE FREE MEAT;;
nib;;;NO_MATCH;NO_MATCH;;
chopped green bell pepper;0.650;379.000;ingredient;PEPPER;;
diced potatoes;0.340;292.000;ingredient;SPINACH;;
instant espresso granules;0.550;960.000;ingredient;COFFEE SOLUBLE POWDER (L);;
sodium-free chicken stock;5.040;;ingredient;CHICKEN BROTH;https://apps.carboncloud.com/climatehub/product-reports/072700102278/USA;
pulled cooked chicken;3.680;3960.000;ingredient;CHICKEN BONE FREE MEAT;;
Chinese vegetable;0.775;336.000;typology;VEGETABLES;;
cornbread muffin mix;0.870;1167.000;ingredient;MAIZE FLOUR & MEAL;;Self-mapped
sweet pickle juice;1.660;;ingredient;SOUR PICKLE, SOUR;https://apps.carboncloud.com/climatehub/product-reports/009300000468/USA;
chopped sweet pickle;0.775;336.000;typology;VEGETABLES;;
roasted almond;1.880;11264.000;ingredient;ALMOND;;
semisweet chocolate square;4.300;;ingredient;CHOCOLATE;;
cherry flavored liqueur;3.390;;ingredient;Liquer;https://livelca.com/products/liquer_57a03a36-b224-4cfc-89a1-8dcaae696e75;Liquer used as proxy for every liquer
sour cherries;0.320;1411.000;ingredient;CHERRY SOUR;;
dry bucatini pasta;1.210;1508.000;ingredient;PASTA*;;
parchment paper;8.290;19956.000;ingredient;COFFEE PARCHMENT;;
red Burgundy wine;0.660;524.000;typology;WINE;;
cooked sausage;5.990;6177.000;ingredient;SAUSAGES;;
fresh salsa;1.190;151.300;typology;TOMATO SAUCE;;Self-mapped
dried oregano leaf;0.840;8280.000;typology;SPICIES;;Self-mapped
side;;;NO_MATCH;NO_MATCH;;
whole wheat hamburger bun;0.860;901.800;typology;BREAD;;
wholewheat penne pasta;1.210;1508.000;ingredient;PASTA*;;
runny honey;1.740;;ingredient;HONEY*;;
joint pork;3.440;4361.000;ingredient;PORK MEAT WITH BONE*;;
rapeseed oil;1.790;4301.000;ingredient;RAPESEED OIL;;
crushed plum tomato;2.150;748.000;typology;FRUIT;;
pork gravy mix;4.030;;ingredient;BROWN GRAVY MIX;https://apps.carboncloud.com/climatehub/product-reports/011153241660/USA;
cookie dough ice cream;4.300;1599.000;typology;ICE CREAM;;
turkey giblets;3.880;4325.000;typology;POULTRY BONE FREE MEAT;;Self-mapped
stuffing cubes;0.980;1258.000;typology;CRACKERS;;
grated lemon juice;0.340;642.000;ingredient;LEMON;;
blackfish;5.190;2313.500;typology;FISH;;
sweet vermouth;0.660;524.000;typology;WINE;;
herbed croutons;0.570;2133.000;typology;PROCESSED GRAINS (grouts, malt);;
sliced apples;0.810;6847.000;ingredient;APPLES;;
ground szechwan pepper;0.840;8280.000;typology;SPICIES;;
beefsteak tomatoes;0.450;41.000;ingredient;TOMATO;;
bacon jam;5.990;6116.000;ingredient;BACON;;
cumin seeds;0.880;3087.500;typology;SEEDS;;
cinnamon sticks;0.840;15526.000;ingredient;CINNAMON;;
curry leaves;0.840;8280.000;typology;SPICIES;;
coriander leaves;0.840;8280.000;ingredient;CORIANDER;;
steak seasoning;0.840;8280.000;typology;SPICIES;;
vanilla sponge cake;2.140;1640.000;ingredient;CAKES AND CROISSANT**;;Self-mapped
scoop coffee ice cream;4.300;1599.000;typology;ICE CREAM;;
pork roll;5.990;1599.000;ingredient;PORK SAUSAGES;;
soda pop;1.350;;ingredient;Carbonated soft drink, aluminium can;https://apps.carboncloud.com/climatehub/product-reports/id/332704005785;Carbonated soft drink, aluminium can used as proxy for every carbonated soft drink
pork rib chop;3.440;5798.000;ingredient;PORK CUTS WITH BONE;;
spring green;0.775;336.000;typology;VEGETABLES;;
pie dough;1.350;1423.300;typology;CRISPBREAD;;Self-mapped
muscovado sugar;0.780;1294.500;typology;SUGAR;;
scoops strawberry ice cream;0.610;413.000;ingredient;STRAWBERRY;;
ice cubes;0.490;;ingredient;MINERAL WATER*;;Self-mapped
gram flour;0.870;1889.500;ingredient;GRAHAM FLOUR;;
mahlepi;;;NO_MATCH;NO_MATCH;;
jar Ragu Pasta Sauce;13.740;;ingredient;Bolognese sauce;https://livelca.com/products/bolognese-sauce_2e665d55-e149-4790-a2fe-f4287fe846f3;
rava;;;NO_MATCH;NO_MATCH;;
heavy;;;TOO_GENERIC;TOO_GENERIC;;
cuttlefish;5.800;1856.000;ingredient;CUTTLEFISH;;
corander seed;0.880;3087.500;typology;SEEDS;;
ground rose petal;;;NO_MATCH;NO_MATCH;;
pink himalayan salt;0.440;;ingredient;Salt;https://livelca.com/products/salt_e6c545cd-6221-4665-a1da-a562fc37ef60;
fresh sliced carrot;0.240;195.000;ingredient;CARROT;;
cubed cooked turkey;3.880;4325.000;typology;POULTRY BONE FREE MEAT;;
bok;0.775;336.000;typology;VEGETABLES;;Self-mapped
grilling rack;;;NO_MATCH;NO_MATCH;;
shrimp boil seasoning;0.840;8280.000;typology;SPICIES;;
back bacon;5.990;6116.000;ingredient;BACON;;
bisquick pancake mix;2.150;;ingredient;BUTTERMILK PANCAKE MIX;https://apps.carboncloud.com/climatehub/product-reports/078716001505/USA;
slices lean streaky bacon;5.990;6116.000;ingredient;BACON;;
orange-flavored cream soda;1.350;;ingredient;Carbonated soft drink, aluminium can;https://apps.carboncloud.com/climatehub/product-reports/id/332704005785;Carbonated soft drink, aluminium can used as proxy for every carbonated soft drink
vanilla-flavored cream soda;1.350;;ingredient;Carbonated soft drink, aluminium can;https://apps.carboncloud.com/climatehub/product-reports/id/332704005785;Carbonated soft drink, aluminium can used as proxy for every carbonated soft drink
turkey fillet;4.080;4325.000;ingredient;TURKEY MEAT BONE FREE;;
fresh mixed berries;2.150;748.000;typology;FRUIT;;
semi-sweet chocolate bits;3.160;20717.000;typology;CHOCOLATE;;
threads;0.840;731000.000;ingredient;SAFFRON;;Self-mapped
lean pork;7.950;6177.000;ingredient;PORK HAM;;
mt. gay rum;4.630;;ingredient;Chairmans Reserve Rum;https://apps.carboncloud.com/climatehub/product-reports/786992000456/SWE;Chairmans Reserve Rum used as proxy for every rum
topside roast;17.960;10943.000;ingredient;BEEF MEAT WITH BONE*;;Self-mapped
hazelnut creamer;1.840;;ingredient;HAZELNUT CREAM;;
pepper bacon;5.990;6116.000;ingredient;BACON;;
raw white rice;2.190;1597.000;ingredient;RICE*;;
milk solid;1.310;1260.500;ingredient;COW MILK;;
rose essence;25.000;;ingredient;Synthetic food flavoring, generic;https://apps.carboncloud.com/climatehub/product-reports/id/3218899265196;Synthetic food flavoring, generic used as proxy for every kind of flavoring
hot cooked fruit;2.150;748.000;typology;FRUIT;;
sausage gravy;5.990;6177.000;ingredient;SAUSAGES;;
milk gravy;4.030;;ingredient;MIX FOR BEEF GRAVY;https://apps.carboncloud.com/climatehub/product-reports/074826815018/USA;
shredded gruyere;9.590;5060.000;ingredient;CHEESE GRATED;;
celery powder;0.330;362.000;ingredient;CELERY;;
mushroom stem;2.060;;ingredient;MUSHROOM*;;
jar caramel ice cream topping;6.800;;ingredient;Topping Karamell;https://apps.carboncloud.com/climatehub/product-reports/8720182837752/SWE;
jar chocolate fudge topping;3.160;20717.000;typology;CHOCOLATE;;Self-mapped
malt ball;0.570;1950.000;ingredient;MALT;;
chai;0.840;8280.000;typology;SPICIES;;
firm ripe tomato;0.450;41.000;ingredient;TOMATO;;
cream powder;1.390;;ingredient;Crème pâtissière;https://agribalyse.ademe.fr/app/aliments/39710;Open food facts relate a powder for cream to the Crï¿½me pï¿½tissiï¿½re ingredient of agribalyse
smashed garlic;0.250;589.000;ingredient;GARLIC;;
rump;;;NO_MATCH;NO_MATCH;;
grouper steak;5.190;360.000;ingredient;GROUPER;;
cream de coca;5.450;3838.000;ingredient;CREAM;;
chianti wine;0.870;524.000;ingredient;WINE RED;;
hazelnut coffee;0.550;960.000;typology;COFFEE LIQUID;;
mesquite wood chips;;;NO_DATA;NO_DATA;;
Campbells condensed cream of celery soup;0.330;362.000;ingredient;CELERY;;
chopped onions;0.220;290.000;ingredient;ONION;;
chopped andouille sausage;5.990;6177.000;ingredient;SAUSAGES;;
cold carbonated water;0.490;;ingredient;MINERAL WATER*;;Self-mapped
khoya;;;NO_MATCH;NO_MATCH;;
additional flaked coconut;1.070;1971.000;ingredient;COCONUT (I);;
roux;0.840;8280.000;typology;SPICIES;;Self-mapped
package frozen mixed vegetables;0.810;339.000;ingredient;MIXED VEGETABLES (F);;
leftover;;;TOO_GENERIC;TOO_GENERIC;;Self-mapped
leftover prepared stuffing;;;TOO_GENERIC;TOO_GENERIC;;Self-mapped
sprig cilantro;0.840;8280.000;ingredient;CORIANDER;;
Pepperidge Farm stuffing;;;TOO_GENERIC;TOO_GENERIC;;Self-mapped
container cool whip frozen whipped topping;2.420;;ingredient;Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT, UHT;https://agribalyse.ademe.fr/app/aliments/19430;Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT, UHT used as proxy for every whipped topping (panna montata)
godiva milk chocolate liqueur;3.390;;ingredient;Liquer;https://livelca.com/products/liquer_57a03a36-b224-4cfc-89a1-8dcaae696e75;Liquer used as proxy for every liquer
absolut vodka;2.040;;ingredient;Vodka;https://livelca.com/products/vodka_ebf808cc-3bd7-4200-8c1a-a70f7a9b700d;Vodka used as proxy for every kind of vodka
green part;0.330;700.000;ingredient;MAIZE GREEN;;
cooked peeled large shrimp;7.040;1856.000;ingredient;PRAWNS/SHRIMPS;;
chopped mixed candied fruit;0.810;2636.500;typology;DRIED FRUIT;;Self-mapped
coconut powder;1.070;1971.000;ingredient;COCONUT (I);;
coconut paste;1.070;1971.000;ingredient;COCONUT (I);;
wedges;0.340;642.000;ingredient;LEMON;;Self-mapped
Mountain Dew soda;1.350;;ingredient;Carbonated soft drink, aluminium can;https://apps.carboncloud.com/climatehub/product-reports/id/332704005785;Carbonated soft drink, aluminium can used as proxy for every carbonated soft drink
gallon ice cream;4.300;1599.000;ingredient;ICE CREAM;;
preserved lemon rind;1.890;1599.000;ingredient;Jam;https://livelca.com/products/jam_3c8262e5-0d2e-4973-a039-ffcb35172cb9;Jam used as proxy for every  kind of jam, or preserved
menthe;;;NO_MATCH;NO_MATCH;;
tomato jam;1.190;151.300;typology;TOMATO SAUCE;;
small red fresh chili pepper;0.840;8280.000;typology;SPICIES;;
Italian style breadcrumbs;1.350;1423.300;typology;CRISPBREAD;;
instant vanilla pudding mix;2.450;;ingredient;Pudding;https://apps.carboncloud.com/climatehub/product-reports/id/2262898845690;Pudding used as proxy for every pudding
chocolate-covered english toffee bars;2.740;;ingredient;Toffees;https://livelca.com/products/toffees_b0dee6db-9d0d-46c2-bcf1-34eeabfbebc5;
nest;;;NO_MATCH;NO_MATCH;;
hazelnut-flavored liquid coffee creamer;17.800;;ingredient;COFFEE CREAMER;https://apps.carboncloud.com/climatehub/product-reports/041415027633/USA;COFFEE CREAMER used as proxy for ecvery coffee creamer
box vanilla cake mix;2.150;;ingredient;CAKE MIX, VANILLA;https://apps.carboncloud.com/climatehub/product-reports/075450131420/USA;CAKE MIX, VANILLA used as proxy for every cake mix
hot red chili pepper;0.650;379.000;ingredient;PEPPER;;
mint chocolate chips;3.160;20717.000;typology;CHOCOLATE;;
praline powder;1.110;9063.000;ingredient;MIXED NUTS;;
vanilla custard powder;4.300;;ingredient;VANILLA;;
hpnotiq;3.390;;ingredient;Liquer;https://livelca.com/products/liquer_57a03a36-b224-4cfc-89a1-8dcaae696e75;Self-mapped
herb seasoned stuffing mix;0.260;;ingredient;Herbs, open field, fresh;https://apps.carboncloud.com/climatehub/product-reports/id/482093060569;Self-mapped
medium jalapeno;0.650;379.000;ingredient;PEPPER;;
warrigal green;0.775;336.000;typology;VEGETABLES;;
bunya nut;1.110;11264.000;typology;NUTS;;
mountain pepper;0.650;379.000;ingredient;PEPPER;;
large bay leaf;0.775;336.000;typology;VEGETABLES;;
real sour cream;5.450;3838.000;ingredient;CREAM;;
turkey part;2.130;3330.300;typology;POULTRY MEAT WITH BONE;;
turkey drippings;1.460;572.000;typology;DRESSING;;
hot spicy brown mustard;1.760;;ingredient;Mustard;https://livelca.com/products/mustard_7eb333ac-568e-4de9-ae04-0a4feb790282;
shelled peanut;0.830;2782.000;ingredient;PEANUT;;
jar tomato sauce;1.190;151.300;typology;TOMATO SAUCE;;
canned artichoke hearts;0.330;818.000;ingredient;ARTICHOKE;;
mint chocolate shavings;4.300;;ingredient;CHOCOLATE;;
condensed cream of celery soup;0.330;362.000;ingredient;CELERY;;
frozen cut green bean;0.520;555.500;ingredient;GREEN BEAN (fresh);;
crushed ginger;0.840;1657.000;ingredient;GINGER;;
pistachio ice cream;4.300;1599.000;typology;ICE CREAM;;
macadamias;1.110;11264.000;typology;NUTS;;Self-mapped
plain cream;5.450;3838.000;ingredient;CREAM;;
pistachio flavored instant pudding;2.450;;ingredient;Pudding;https://apps.carboncloud.com/climatehub/product-reports/id/2262898845690;Pudding used as proxy for every pudding
chopped pistachios;1.600;11363.000;ingredient;PISTACHIO;;
Sauternes wine;0.660;524.000;typology;WINE;;
dried red chili pepper;0.840;8280.000;typology;SPICIES;;
smoked turkey sausage;5.990;6177.000;ingredient;SAUSAGES;;
smoked beef sausage;5.990;6177.000;ingredient;SAUSAGES;;
grain rice;2.190;1597.000;ingredient;RICE*;;
shrimp boil;7.040;1856.000;ingredient;PRAWNS/SHRIMPS;;
rioja;0.870;524.000;ingredient;WINE RED;;Self-mapped
dried rice noodle;2.190;1597.000;ingredient;RICE*;;Self-mapped
thai salted preserved radish;1.890;;ingredient;Jam;https://livelca.com/products/jam_3c8262e5-0d2e-4973-a039-ffcb35172cb9;Jam used as proxy for every  kind of jam, or preserved
herb de provence;0.260;;ingredient;Herbs, open field, fresh;https://apps.carboncloud.com/climatehub/product-reports/id/482093060569;Self-mapped
knackwurst;5.990;6177.000;ingredient;SAUSAGES;;
belly;5.990;6116.000;ingredient;BACON;;Belly Steaks, simiar to Bacon (should be fixed)
minced fresh garlic;0.250;589.000;ingredient;GARLIC;;
charoli;;;NO_MATCH;NO_MATCH;;
butter pound cake;1.990;2158.000;typology;SWEETS;;
seasoned stuffing mix;0.870;1889.500;ingredient;MAIZE FLOUR;;Self-mapped
chicken consomme;3.880;4325.000;typology;POULTRY BONE FREE MEAT;;
mild sausage;5.990;6177.000;ingredient;SAUSAGES;;
farl;;;NO_MATCH;NO_MATCH;;
butterscotch morsel;8.480;5659.000;ingredient;BUTTER*;;
beef stock cube;36.800;;ingredient;VALU TIME, BEEF BOUILLON CUBES;https://apps.carboncloud.com/climatehub/product-reports/011225125584/USA;Self-mapped
dry couscous;0.570;2133.000;typology;PROCESSED GRAINS (grouts, malt);;
whole wheat tortilla;0.360;1889.500;ingredient;WHOLE WHEAT FLOUR;;
watercress leaf;0.775;336.000;typology;VEGETABLES;;
annatto water;2.110;6792.000;typology;OIL;;Self-mapped
shrimp broth;7.040;1856.000;ingredient;PRAWNS/SHRIMPS;;
ground oatmeal;2.640;2196.500;typology;BREAKFAST CEREALS;;
cloves minced garlic;0.250;589.000;ingredient;GARLIC;;
bread stick;0.860;667.000;ingredient;BREAD;;
fish oil;1.920;;ingredient;Fish oil;https://apps.carboncloud.com/climatehub/product-reports/073214005390/USA;
tempeh bacon;5.990;6116.000;ingredient;BACON;;
whole wheat ziti;1.210;1508.000;ingredient;PASTA*;;Self-mapped
wasa bread;0.860;667.000;ingredient;BREAD;;
orange lentil;0.520;555.500;typology;LEGUMES FRESH;;
bacon butter pan drippings;8.480;5659.000;ingredient;BUTTER*;;
pancit canton noodle;3.150;4637.000;ingredient;EGG PASTA*;;
box Sure-Jell;1.740;;ingredient;Gélatine, sèche;https://agribalyse.ademe.fr/app/aliments?search=G%C3%A9latine;Self-mapped
turkey trimmings;3.880;4325.000;typology;POULTRY BONE FREE MEAT;;
hard breadstick;0.860;667.000;ingredient;BREAD;;
goldfish cracker;1.350;1447.000;ingredient;PLAIN CRACKERS**;;
large jalapeno pepper;0.840;8280.000;typology;SPICIES;;
box sure-gel fruit pectin;1.740;;ingredient;Gélatine, sèche;https://agribalyse.ademe.fr/app/aliments?search=G%C3%A9latine;
instant milk;15.800;;ingredient;Whole milk powder, 95% DM;https://apps.carboncloud.com/climatehub/product-reports/id/170300964422;
beef marrow;;;NO_DATA;NO_DATA;;
buttercake mix;2.150;;ingredient;CAKE MIX, VANILLA;https://apps.carboncloud.com/climatehub/product-reports/075450131420/USA;CAKE MIX, VANILLA used as proxy for every cake mix
lemon zest grated lemon peel;0.340;642.000;ingredient;LEMON;;
fat-free fat-free liquid egg product;3.600;;ingredient;CAGE-FREE BETTER'N EGGS SUBSTITUTE;https://apps.carboncloud.com/climatehub/product-reports/075900299960/USA;Self-mapped
hemp seed;0.880;3087.500;typology;SEEDS;;
powdered saffron;0.840;731000.000;ingredient;SAFFRON;;
apple chutney;2.860;1140.000;ingredient;APPLE JUICE (I);;
box powder;;;TOO_GENERIC;TOO_GENERIC;;
butterscotch extract;0.930;;ingredient;Syrup;https://livelca.com/products/syrup_6929f55c-b391-4961-b016-730f8e7ec77c;Self-mapped
salted soda biscuit;0.930;1378.000;ingredient;FLAVORED CRACKERS**;;
crackling;;;NO_MATCH;NO_MATCH;;
fresh corn kernel;0.480;1191.000;ingredient;MAIZE;;
converted rice;2.190;1597.000;ingredient;RICE*;;
soya cheese;2.270;1724.500;typology;VEGETAL PROTEINS;;
velveeta macaroni shells and cheese;8.930;5253.000;ingredient;CHEESE;;
salted mixed nuts;1.110;9063.000;ingredient;MIXED NUTS;;
peppermint candies;0.840;288.000;ingredient;PEPPERMINT;;
horseradish mustard;1.760;;ingredient;Mustard;https://livelca.com/products/mustard_7eb333ac-568e-4de9-ae04-0a4feb790282;
lean beef;25.750;15139.000;ingredient;BEEF BONE FREE MEAT*;;
shredded low-fat cheese;9.590;5060.000;ingredient;CHEESE GRATED;;
chicken quarter;2.820;3330.000;ingredient;CHICKEN MEAT WITH BONE;;
Dark Karo syrup;0.930;;ingredient;Syrup;https://livelca.com/products/syrup_6929f55c-b391-4961-b016-730f8e7ec77c;Syrup used as proxy for every syrup, this could understimate value of specific ultraprocessed syrups
manchego;8.930;5253.000;ingredient;CHEESE;;Self-mapped
butter mint;0.840;288.000;ingredient;PEPPERMINT;;
frozen phyllo dough;1.350;1423.300;typology;CRISPBREAD;;Self-mapped
veggie burger;2.270;1053.000;ingredient;SOY BURGER;;
dash crushed dried red pepper;0.840;8280.000;typology;SPICIES;;
finely chopped peanut;0.830;2782.000;ingredient;PEANUT;;
dash paprika;0.840;8280.000;typology;SPICIES;;
medium ripe tomato;0.450;41.000;ingredient;TOMATO;;
ramen;3.150;4637.000;ingredient;EGG PASTA*;;Self-mapped
garlic scape;0.250;589.000;ingredient;GARLIC;;
buttermilk ranch salad dressing;1.460;572.000;typology;DRESSING;;
creme de cacao;3.160;20717.000;typology;CHOCOLATE;;
butterfish;5.190;2313.500;typology;FISH;;
pickled cabbage;0.775;336.000;typology;VEGETABLES;;
brickle chip;9.630;;ingredient;SNICKERS, CANDY BAR;https://apps.carboncloud.com/climatehub/product-reports/040000499039/USA;Snickers used as proxy for chocolate candy bars
French roll;0.860;667.000;ingredient;BREAD;;
slice monterey jack cheese;8.930;5253.000;ingredient;CHEESE;;
chicken breast strip;3.680;3960.000;ingredient;CHICKEN BONE FREE MEAT;;
garlic-infused extra-virgin olive oil;3.270;14415.000;ingredient;OLIVE OIL;;
sweet cherry tomato;0.450;41.000;ingredient;TOMATO;;
dried rosemary leaf;0.840;8280.000;typology;SPICIES;;Self-mapped
Italian vinaigrette dressing;1.460;572.000;typology;DRESSING;;
carrot water;0.240;195.000;ingredient;CARROT;;
butter rum;4.630;;ingredient;Chairmans Reserve Rum;https://apps.carboncloud.com/climatehub/product-reports/786992000456/SWE;Chairmans Reserve Rum used as proxy for every rum
broth seasoning;0.840;8280.000;typology;SPICIES;;
glass;;;NOT_FOOD;NOT_FOOD;;Not a food, should be removed
fruit bread;0.860;667.000;ingredient;BREAD;;
nut bread;0.860;667.000;ingredient;BREAD;;
bottled caesar salad dressing;1.460;572.000;typology;DRESSING;;Self-mapped
tomato base seafood sauce;1.190;151.300;typology;TOMATO SAUCE;;Self-mapped
crushed pistachios;1.600;11363.000;ingredient;PISTACHIO;;
egg white substitute;3.200;2562.000;ingredient;EGGS*;;
rutland cheese;8.930;5253.000;ingredient;CHEESE;;
brown ale;0.690;155.000;ingredient;BEER*;;
mature cheddar cheese;8.930;5253.000;ingredient;CHEESE;;
pickled pearl onion;0.220;290.000;ingredient;ONION;;
french cornichon;0.775;336.000;typology;VEGETABLES;;Self-mapped
crusty French bread;0.860;667.000;ingredient;BREAD;;
spinach noodle;3.150;4637.000;ingredient;EGG PASTA*;;Self-mapped
kataifi pastry;1.350;1423.300;typology;CRISPBREAD;;Self-mapped
potato crisp;0.240;555.000;ingredient;POTATO;;
wakame;;;NO_MATCH;NO_MATCH;;
arame;;;NO_MATCH;NO_MATCH;;
jar of ragu pasta sauce;13.740;;ingredient;Bolognese sauce;https://livelca.com/products/bolognese-sauce_2e665d55-e149-4790-a2fe-f4287fe846f3;
mushroom soup mix;2.060;;ingredient;MUSHROOM*;;
log;;;NOT_FOOD;NOT_FOOD;;
parsley sprig;0.840;8280.000;ingredient;CORIANDER;;Self-mapped
isolate;;;NOT_FOOD;NOT_FOOD;;
salad blend;0.410;237.000;ingredient;LETTUCE;;Self-mapped
yellow potato;0.240;555.000;ingredient;POTATO;;
sugar-free maple syrup;3.060;;ingredient;Maple syrup;https://livelca.com/products/maple-syrup_4db53f50-ad8d-4315-8c83-e17bf7b28de6;
whipped dessert topping;2.420;;ingredient;Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT, UHT;https://agribalyse.ademe.fr/app/aliments/19430;Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT, UHT used as proxy for every whipped topping (panna montata)
sweet bell pepper;0.650;379.000;ingredient;PEPPER;;
tofunaise;2.270;1724.000;ingredient;TOFU;;
sweet cherry;0.320;1604.000;ingredient;CHERRY SWEET;;
flatbread;0.860;667.000;ingredient;BREAD;;
lavash;0.860;667.000;ingredient;BREAD;;Self-mapped
protector;;;NOT_FOOD;NOT_FOOD;;
blade pot roast;17.960;10943.000;ingredient;BEEF MEAT WITH BONE*;;Self-mapped
sliced cooked ham;7.950;6177.000;ingredient;PORK HAM;;
spirulina powder;;;NO_MATCH;NO_MATCH;;
reduced-sodium chicken broth;1.750;;ingredient;Vegetable Bouillon, cubes;https://apps.carboncloud.com/climatehub/product-reports/id/164865146932;Self-mapped
frozen French-fried potato;0.810;575.000;ingredient;POTATOES (F);;
boneless beef top sirloin steak;25.750;15139.000;ingredient;BEEF BONE FREE MEAT*;;
gjetost cheese;9.590;5253.000;ingredient;GOAT CHEESE;;
tangerine curd;0.340;748.000;ingredient;TANGERIN;;
instant banana pudding;2.450;;ingredient;Pudding;https://apps.carboncloud.com/climatehub/product-reports/id/2262898845690;Pudding used as proxy for every pudding
fig preserves;1.890;;ingredient;Jam;https://livelca.com/products/jam_3c8262e5-0d2e-4973-a039-ffcb35172cb9;Jam used as proxy for every  kind of jam, or preserved
black caraway;0.880;3087.500;typology;SEEDS;;Self-mapped
sesame butter;2.780;;ingredient;Tahin ou Purée de sésame;https://agribalyse.ademe.fr/app/aliments/15203;
curly leaf lettuce;0.410;237.000;ingredient;LETTUCE;;
ramen noodles;3.150;4637.000;ingredient;EGG PASTA*;;
fresh avocado;0.540;1805.000;ingredient;AVOCADO;;
imitation crab leg;2.120;2313.500;typology;FISH PROCESSED;;
puffed brown rice cereal;2.640;2196.500;typology;BREAKFAST CEREALS;;
coarsely chopped almonds;1.880;11264.000;ingredient;ALMOND;;
galanga powder;0.840;8280.000;typology;SPICIES;;Self-mapped
apple schnapps;0.250;622.000;ingredient;APPLE;;
toasted black and white sesame seed;0.880;9371.000;ingredient;SESAM SEED;;
steamed long-grain white rice;2.190;1597.000;ingredient;RICE*;;Self-mapped
Spanish olive;0.640;3015.000;ingredient;OLIVES;;
primadona Italian dressing;1.460;572.000;typology;DRESSING;;Self-mapped
baguette bread;0.890;1031.000;ingredient;BREAD PLAIN**;;
rye cocktail bread;0.570;1554.000;ingredient;RYE;;
toast round;0.860;901.800;typology;BREAD;;
freshly grated lemon rind;0.340;642.000;ingredient;LEMON;;
finely ground almonds;1.880;11264.000;ingredient;ALMOND;;
